"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","LFO","LFO_LABEL","EMPSZES","EMPSZES_LABEL","YEAR","ESTAB","PAYANN","PAYANN_N","PAYQTR1","PAYQTR1_N","EMP","EMP_N",
"0500000US39029","Columbiana County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","4","N","N","N","N","N","N",
"0500000US39031","Coshocton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","170","H","40","H","6","G",
"0500000US39031","Coshocton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39031","Coshocton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","4","538","G","121","G","43","H",
"0500000US39031","Coshocton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39031","Coshocton County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","6","873","G","197","G","62","H",
"0500000US39031","Coshocton County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39033","Crawford County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","5","1069","J","239","J","59","J",
"0500000US39033","Crawford County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39033","Crawford County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","19","1190","G","263","G","92","G",
"0500000US39033","Crawford County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US39033","Crawford County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","8","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","130","188691","G","42609","G","3835","G",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","72","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","23","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","13","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","241","Establishments with 20 to 49 employees","2022","9","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","242","Establishments with 50 to 99 employees","2022","5","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","251","Establishments with 100 to 249 employees","2022","5","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","711211","Sports teams and clubs","001","All establishments","001","All establishments","2022","8","708627","H","123575","J","2936","H",
"0500000US39035","Cuyahoga County, Ohio","711211","Sports teams and clubs","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","711219","Other spectator sports","001","All establishments","001","All establishments","2022","12","15216","H","2909","H","344","H",
"0500000US39035","Cuyahoga County, Ohio","711219","Other spectator sports","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713930","Marinas","001","All establishments","001","All establishments","2022","7","6549","G","936","G","152","G",
"0500000US39035","Cuyahoga County, Ohio","713930","Marinas","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","155","35472","G","8107","G","2260","G",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","53","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","30","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","38","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","27","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","242","Establishments with 50 to 99 employees","2022","6","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","20","8028","G","2001","G","434","G",
"0500000US39035","Cuyahoga County, Ohio","713950","Bowling centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713950","Bowling centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","9","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713950","Bowling centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","5","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","49","15946","H","3134","H","541","H",
"0500000US39035","Cuyahoga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","31","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","10","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","88","18219","G","4054","G","579","G",
"0500000US39035","Cuyahoga County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","54","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","18","N","N","N","N","N","N",
"0500000US39035","Cuyahoga County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","13","N","N","N","N","N","N",
"0500000US39037","Darke County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","5","1823","G","422","G","40","H",
"0500000US39037","Darke County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39037","Darke County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","4","957","H","222","H","79","H",
"0500000US39037","Darke County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","3","352","H","113","G","53","G",
"0500000US39037","Darke County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","9","726","H","168","H","85","H",
"0500000US39037","Darke County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US39037","Darke County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39039","Defiance County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","1283","J","283","J","24","J",
"0500000US39039","Defiance County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","8","2139","G","500","G","173","G",
"0500000US39039","Defiance County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","38","13623","G","3170","G","250","G",
"0500000US39041","Delaware County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","17","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","13","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","5","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","711219","Other spectator sports","001","All establishments","001","All establishments","2022","4","2746","J","560","J","35","J",
"0500000US39041","Delaware County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","45","7729","G","1636","G","650","G",
"0500000US39041","Delaware County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","17","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","12","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","10","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","3","2138","J","453","H","103","H",
"0500000US39041","Delaware County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","18","9883","J","2035","J","453","H",
"0500000US39041","Delaware County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","11","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","15","2645","H","521","H","91","H",
"0500000US39041","Delaware County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39041","Delaware County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","4","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","4","1521","H","362","H","32","H",
"0500000US39043","Erie County, Ohio","713930","Marinas","001","All establishments","001","All establishments","2022","20","7786","H","1237","H","176","H",
"0500000US39043","Erie County, Ohio","713930","Marinas","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","713930","Marinas","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","713930","Marinas","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","713930","Marinas","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","7","269","G","65","G","26","H",
"0500000US39043","Erie County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","10","1623","G","237","G","79","J",
"0500000US39043","Erie County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","11","1515","G","362","G","90","G",
"0500000US39043","Erie County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US39043","Erie County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","5","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","21","6366","G","1365","G","114","H",
"0500000US39045","Fairfield County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","11","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","7","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","16","4937","G","1054","G","368","H",
"0500000US39045","Fairfield County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","5","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","11","1447","G","252","H","48","J",
"0500000US39045","Fairfield County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","8","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","14","3495","J","865","J","101","G",
"0500000US39045","Fairfield County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US39045","Fairfield County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","5","N","N","N","N","N","N",
"0500000US39047","Fayette County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","5","769","G","210","H","69","H",
"0500000US39047","Fayette County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39047","Fayette County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","5","487","G","102","G","44","G",
"0500000US39047","Fayette County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","137","102115","H","15680","G","1378","G",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","71","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","33","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","23","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","241","Establishments with 20 to 49 employees","2022","5","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","242","Establishments with 50 to 99 employees","2022","3","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","711211","Sports teams and clubs","001","All establishments","001","All establishments","2022","4","111378","J","36076","J","390","H",
"0500000US39049","Franklin County, Ohio","711219","Other spectator sports","001","All establishments","001","All establishments","2022","4","1085","J","143","J","11","J",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","194","63033","G","14058","G","3549","G",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","67","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","25","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","42","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","42","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","242","Establishments with 50 to 99 employees","2022","15","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","251","Establishments with 100 to 249 employees","2022","3","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","14","11672","J","2226","H","475","J",
"0500000US39049","Franklin County, Ohio","713950","Bowling centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","4","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713950","Bowling centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","8","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","75","15470","G","3285","G","733","G",
"0500000US39049","Franklin County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","36","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","10","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713990","All other amusement and recreation industries","001","All establishments","230","Establishments with 10 to 19 employees","2022","19","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","713990","All other amusement and recreation industries","001","All establishments","241","Establishments with 20 to 49 employees","2022","9","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","121","47349","G","10696","G","1108","G",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","71","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","28","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","8","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","241","Establishments with 20 to 49 employees","2022","9","N","N","N","N","N","N",
"0500000US39049","Franklin County, Ohio","813410","Civic and social organizations","001","All establishments","242","Establishments with 50 to 99 employees","2022","4","N","N","N","N","N","N",
"0500000US39051","Fulton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","3","4081","J","905","J","129","J",
"0500000US39051","Fulton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","4","218","H","47","H","27","H",
"0500000US39053","Gallia County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","3","189","H","44","H","16","J",
"0500000US39055","Geauga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","14","4136","G","959","G","108","H",
"0500000US39055","Geauga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","20","4297","G","887","G","265","G",
"0500000US39055","Geauga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","3","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","14","2332","H","269","H","75","J",
"0500000US39055","Geauga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","9","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","7","1443","J","307","J","58","J",
"0500000US39055","Geauga County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","3","N","N","N","N","N","N",
"0500000US39055","Geauga County, Ohio","813410","Civic and social organizations","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","11","3414","G","796","H","87","H",
"0500000US39057","Greene County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","3","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","16","3791","H","831","H","406","J",
"0500000US39057","Greene County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","6","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","5","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","3","2039","G","453","G","106","G",
"0500000US39057","Greene County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","11","3870","H","760","H","135","H",
"0500000US39057","Greene County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","4","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","3","N","N","N","N","N","N",
"0500000US39057","Greene County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","14","1879","J","384","J","82","H",
"0500000US39057","Greene County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","10","N","N","N","N","N","N",
"0500000US39059","Guernsey County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","5","2580","H","619","H","72","H",
"0500000US39059","Guernsey County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","4","431","G","82","G","38","H",
"0500000US39059","Guernsey County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","12","1224","G","229","G","49","J",
"0500000US39059","Guernsey County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","7","N","N","N","N","N","N",
"0500000US39059","Guernsey County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","4","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","001","All establishments","2022","95","46444","G","10453","H","1030","H",
"0500000US39061","Hamilton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","210","Establishments with less than 5 employees","2022","42","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","220","Establishments with 5 to 9 employees","2022","25","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","621340","Offices of physical, occupational and speech therapists, and audiologists","001","All establishments","230","Establishments with 10 to 19 employees","2022","24","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","711211","Sports teams and clubs","001","All establishments","001","All establishments","2022","6","534268","H","106516","J","1135","H",
"0500000US39061","Hamilton County, Ohio","711219","Other spectator sports","001","All establishments","001","All establishments","2022","5","224","J","61","J","5","J",
"0500000US39061","Hamilton County, Ohio","711219","Other spectator sports","001","All establishments","210","Establishments with less than 5 employees","2022","5","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","001","All establishments","2022","143","46087","G","10020","G","2385","G",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","210","Establishments with less than 5 employees","2022","59","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","220","Establishments with 5 to 9 employees","2022","22","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","230","Establishments with 10 to 19 employees","2022","23","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","26","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","242","Establishments with 50 to 99 employees","2022","8","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713940","Fitness and recreational sports centers","001","All establishments","251","Establishments with 100 to 249 employees","2022","5","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713950","Bowling centers","001","All establishments","001","All establishments","2022","9","4301","J","1031","J","210","J",
"0500000US39061","Hamilton County, Ohio","713950","Bowling centers","001","All establishments","241","Establishments with 20 to 49 employees","2022","4","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713990","All other amusement and recreation industries","001","All establishments","001","All establishments","2022","45","8889","G","1495","G","299","H",
"0500000US39061","Hamilton County, Ohio","713990","All other amusement and recreation industries","001","All establishments","210","Establishments with less than 5 employees","2022","24","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713990","All other amusement and recreation industries","001","All establishments","220","Establishments with 5 to 9 employees","2022","9","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","713990","All other amusement and recreation industries","001","All establishments","230","Establishments with 10 to 19 employees","2022","10","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","813410","Civic and social organizations","001","All establishments","001","All establishments","2022","76","27019","G","6156","G","649","G",
"0500000US39061","Hamilton County, Ohio","813410","Civic and social organizations","001","All establishments","210","Establishments with less than 5 employees","2022","41","N","N","N","N","N","N",
"0500000US39061","Hamilton County, Ohio","813410","Civic and social organizations","001","All establishments","220","Establishments with 5 to 9 employees","2022","20","N","N","N","N","N","N",
